exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,subject,choice_count,ko_F
udemy,CLF-01,350,A university provides access to AWS services for its students to submit their research data for analysis. The university is looking at the most cost-effective approach for recovering from disasters and it can tolerate data loss of a few hours.Which disaster recovery strategy is well-suited for this use case?,D,D,Multi-site active/active strategy,Warm standby strategy,Pilot light strategy,Backup and restore strategy,,,대학에서는 학생들이 분석을 위해 연구 데이터를 제출할 수 있도록 AWS 서비스에 대한 액세스를 제공합니다. 대학은 재해 복구를 위한 가장 비용 효율적인 접근 방식을 찾고 있으며 몇 시간의 데이터 손실을 허용할 수 있습니다.이 사용 사례에 적합한 재해 복구 전략은 무엇입니까?,다중 사이트 활성/활성 전략,웜 대기 전략,파일럿 라이트 전략,백업 및 복원 전략,,0,,
udemy,CLF-01,351,Which of the following statements are true about AWS Shared Responsibility Model? (Select two),AC,AC,"AWS trains AWS employees, but a customer must train their own employees","AWS maintains the configuration of its infrastructure devices and is responsible for configuring the guest operating systems, databases, and applications","AWS is responsible for patching and fixing flaws within the infrastructure, but customers are responsible for patching their guest operating system and applications","For abstracted services, such as Amazon S3, AWS operates the infrastructure layer, the operating system, platforms, encryption options, and appropriate permissions for accessing the S3 resources",Amazon Elastic Compute Cloud (Amazon EC2) is categorized as Infrastructure as a Service (IaaS) and hence AWS will perform all of the necessary security configuration and management tasks,,다음 중 AWS 공동 책임 모델에 대한 설명으로 옳은 것은 무엇입니까? (2개 선택),AWS는 AWS 직원을 교육하지만 고객은 자신의 직원을 교육해야 합니다.,"AWS는 인프라 장치의 구성을 유지 관리하고 게스트 운영 체제, 데이터베이스 및 애플리케이션 구성을 담당합니다.",AWS는 인프라 내의 결함 패치 및 수정을 담당하지만 고객은 게스트 운영 체제 및 애플리케이션 패치를 담당합니다.,"Amazon S3와 같은 추상화된 서비스의 경우 AWS는 인프라 계층, 운영 체제, 플랫폼, 암호화 옵션 및 S3 리소스에 액세스하기 위한 적절한 권한을 운영합니다.",Amazon Elastic Compute Cloud(Amazon EC2)는 IaaS(Infrastructure as a Service)로 분류되므로 AWS는 필요한 모든 보안 구성 및 관리 작업을 수행합니다.,0,,
udemy,CLF-01,352,A company is planning to move their traditional CRM application running on MySQL to an AWS database service. Which database service is the right fit for this requirement?,B,B,Amazon DynamoDB,Amazon Aurora,Amazon Neptune,Amazon ElastiCache,,,한 회사에서 MySQL에서 실행되는 기존 CRM 애플리케이션을 AWS 데이터베이스 서비스로 이전할 계획입니다. 이 요구 사항에 적합한 데이터베이스 서비스는 무엇입니까?,아마존 다이나모DB,Amazon Aurora,아마존 해왕성,아마존 엘라스티캐시,,0,,
udemy,CLF-01,353,A gaming company needs compute and storage services close to edge locations in order to ensure ultra-low latency for end-users and devices that connect through mobile networks. Which AWS service is the best fit for this requirement?,B,B,AWS Outposts,AWS Wavelength,AWS Snowball Edge,AWS Snowmobile,,,게임 회사는 최종 사용자와 모바일 네트워크를 통해 연결되는 장치에 대한 초저 지연 시간을 보장하기 위해 에지 위치에 가까운 컴퓨팅 및 스토리지 서비스가 필요합니다. 이 요구 사항에 가장 적합한 AWS 서비스는 무엇입니까?,AWS 전초기지,AWS 파장,AWS 스노우볼 에지,AWS 스노우모빌,,0,,
udemy,CLF-01,354,A supply chain company is looking for a database that provides a centrally verifiable history of all changes made to data residing in it. This functionality is critical for the product and needs to be available off the shelf without the need for any customizations.Which of the following databases is the right choice for this use case?,D,D,Amazon Managed Blockchain,Amazon Timestream,Amazon Neptune,Amazon Quantum Ledger Database (Amazon QLDB),,,공급망 회사는 그 안에 상주하는 데이터에 대한 모든 변경 사항에 대해 중앙에서 검증 가능한 기록을 제공하는 데이터베이스를 찾고 있습니다. 이 기능은 제품에 매우 중요하며 사용자 정의할 필요 없이 바로 사용할 수 있어야 합니다.다음 중 이 사용 사례에 적합한 데이터베이스는 무엇입니까?,아마존 관리형 블록체인,아마존 타임스트림,아마존 해왕성,Amazon Quantum Ledger 데이터베이스(Amazon QLDB),,0,,
udemy,CLF-01,355,Which of the following statements are correct regarding the AWS Control Tower and Service Control Policies? (Select two),AD,AD,AWS Control Tower is an AWS native service providing a pre-defined set of blueprints and guardrails to help customers implement a landing zone for new AWS accounts,Service Control Policies (SCPs) can help grant permissions to the accounts in your organization,"Service Control Policies (SCPs), by default, affect all the users in the AWS Organization. They have to be configured to effect only the member accounts, if needed",Service Control Policies (SCPs) are a type of organization policy that you can use to manage permissions in your organization,AWS Control Tower helps you deploy a multi-account AWS environment and operate it with day-to-day reminders and recommendations,,AWS Control Tower 및 서비스 제어 정책에 관한 다음 설명 중 올바른 것은 무엇입니까? (2개 선택),AWS Control Tower는 고객이 새 AWS 계정에 대한 랜딩 존을 구현하는 데 도움이 되는 사전 정의된 청사진 및 가드레일 세트를 제공하는 AWS 기본 서비스입니다.,서비스 제어 정책(SCP)은 조직의 계정에 권한을 부여하는 데 도움이 될 수 있습니다.,서비스 제어 정책(SCP)은 기본적으로 AWS Organization의 모든 사용자에게 영향을 미칩니다. 필요한 경우 멤버 계정에만 영향을 미치도록 구성해야 합니다.,서비스 제어 정책(SCP)은 조직에서 권한을 관리하는 데 사용할 수 있는 조직 정책 유형입니다.,AWS Control Tower는 다중 계정 AWS 환경을 배포하고 일상적인 미리 알림 및 권장 사항으로 운영할 수 있도록 지원합니다.,0,,
udemy,CLF-01,356,A company is looking for ways to make its desktop applications available to the employees from browsers on their devices/laptops. Which AWS service will help achieve this requirement without having to procure servers or maintain infrastructure?,C,C,Amazon WorkSpaces,Amazon Outposts,Amazon AppStream 2.0,Amazon Snowball,,,회사는 장치/노트북의 브라우저에서 직원이 데스크톱 응용 프로그램을 사용할 수 있도록 하는 방법을 찾고 있습니다. 서버를 조달하거나 인프라를 유지 관리하지 않고도 이 요구 사항을 달성하는 데 도움이 되는 AWS 서비스는 무엇입니까?,Amazon WorkSpaces,아마존 전초기지,아마존 앱스트림 2.0,아마존 스노우볼,,0,,
udemy,CLF-01,357,"As part of a flexible pricing model, AWS offers two types of Savings Plans. Which of the following are the Savings Plans from AWS?",A,A,"Compute Savings Plans, EC2 Instance Savings Plans","Compute Savings Plans, Storage Savings Plans","Instance Savings Plans, Storage Savings Plans","Reserved Instances (RI) Savings Plans, EC2 Instance Savings Plans",,,유연한 요금 모델의 일부로 AWS는 두 가지 유형의 Savings Plans를 제공합니다. 다음 중 AWS의 Savings Plans는 무엇입니까?,"Compute Savings Plans, EC2 Instance Savings Plans","컴퓨팅 절약 플랜, 스토리지 절약 플랜","인스턴스 절약 플랜, 스토리지 절약 플랜","예약 인스턴스(RI) Savings Plans, EC2 Instance Savings Plans",,0,,
udemy,CLF-01,358,Which of the following points have to be considered when choosing an AWS Region for a service? (Select two),BD,BD,"The AWS Region should have 5G networks, to seamlessly access the breadth of AWS services in the region",AWS Region chosen should be geographically closer to the user base that utilizes the hosted AWS services,The AWS Region with high availability index should be considered for your business,Compliance and Data Residency guidelines of the AWS Region should match your business requirements,"The AWS Region chosen should have all its Availability Zones (AZ) within 100 Kms radius, to keep latency low for hosted applications",,서비스를 위한 AWS 리전을 선택할 때 다음 중 고려해야 할 사항은 무엇입니까? (2개 선택),AWS 리전에 5G 네트워크가 있어야 해당 리전의 광범위한 AWS 서비스에 원활하게 액세스할 수 있습니다.,선택한 AWS 리전은 호스팅된 AWS 서비스를 활용하는 사용자 기반에 지리적으로 더 가까워야 합니다.,고가용성 인덱스가 있는 AWS 리전은 비즈니스에 대해 고려해야 합니다.,AWS 리전의 규정 준수 및 데이터 상주 지침은 비즈니스 요구 사항과 일치해야 합니다.,선택한 AWS 리전은 호스팅된 애플리케이션의 지연 시간을 낮게 유지하기 위해 반경 100km 이내에 모든 가용 영역(AZ)이 있어야 합니다.,0,,
udemy,CLF-01,359,A company is moving its on-premises application to AWS Cloud. The application uses in-memory caches for running custom workloads. Which Amazon Elastic Compute Cloud (Amazon EC2) instance type is the right choice for the given requirement?,D,D,Storage Optimized instance types,Accelerated computing instance types,Compute Optimized instance types,Memory Optimized instance types,,,회사에서 온프레미스 애플리케이션을 AWS 클라우드로 이전하고 있습니다. 애플리케이션은 커스텀 워크로드를 실행하기 위해 메모리 내 캐시를 사용합니다. 주어진 요구 사항에 적합한 Amazon Elastic Compute Cloud(Amazon EC2) 인스턴스 유형은 무엇입니까?,스토리지 최적화 인스턴스 유형,가속 컴퓨팅 인스턴스 유형,컴퓨팅 최적화 인스턴스 유형,메모리 최적화 인스턴스 유형,,0,,
udemy,CLF-01,360,"A manufacturing company is looking at a service that can offer AWS infrastructure, AWS services, APIs, and tools to its on-premises data center for running low latency applications.Which of the following service/tool is the best fit for the given requirement?",B,B,AWS Local Zones,AWS Outposts,AWS Wavelength,AWS Snow Family,,,"제조 회사는 대기 시간이 짧은 애플리케이션을 실행하기 위해 온프레미스 데이터 센터에 AWS 인프라, AWS 서비스, API 및 도구를 제공할 수 있는 서비스를 찾고 있습니다.다음 중 주어진 요구 사항에 가장 적합한 서비스/도구는 무엇입니까?",AWS 로컬 영역,AWS 전초기지,AWS 파장,AWS 스노우 패밀리,,0,,
udemy,CLF-01,361,"An e-commerce application sends out messages to a downstream application whenever an order is created. The downstream application processes the messages and updates its own systems. Currently, the two applications directly communicate with each other.Which service will you use to decouple this architecture, without any communication loss between the two systems?",C,C,Amazon Simple Notification Service (Amazon SNS),AWS Lambda,Amazon Simple Queue Service (SQS),Amazon Kinesis Data Streams,,,전자 상거래 애플리케이션은 주문이 생성될 때마다 다운스트림 애플리케이션에 메시지를 보냅니다. 다운스트림 애플리케이션은 메시지를 처리하고 자체 시스템을 업데이트합니다. 현재 두 애플리케이션은 서로 직접 통신합니다.두 시스템 간의 통신 손실 없이 이 아키텍처를 분리하는 데 사용할 서비스는 무엇입니까?,Amazon Simple Notification Service(Amazon SNS),AWS 람다,Amazon 단순 대기열 서비스(SQS),Amazon Kinesis 데이터 스트림,,0,,
udemy,CLF-01,362,Which free tool helps to review the state of your workloads and compares them to the latest AWS architectural best practices after you have answered a series of questions about your workload?,C,C,AWS Technical Account Manager (TAM),AWS Trusted Advisor,AWS Well-Architected Tool,AWS Well-Architected Framework,,,워크로드에 대한 일련의 질문에 답한 후 워크로드 상태를 검토하고 이를 최신 AWS 아키텍처 모범 사례와 비교하는 데 도움이 되는 무료 도구는 무엇입니까?,AWS 기술 계정 관리자(TAM),AWS 신뢰할 수 있는 조언자,AWS Well-Architected 도구,AWS Well-Architected 프레임워크,,0,,
udemy,CLF-01,363,"Due to regulatory guidelines, a company needs to encrypt data as it passes through the different layers of its AWS architecture. The company is reviewing the capabilities of the various AWS services and their encryption options.Which of the below services are encrypted by default and need no user intervention to enable encryption?",D,D,"Amazon CloudWatch logs, Application Load Balancer (ALB),  Amazon S3 Glacier","AWS Organizations, Amazon EC2,  AWS CloudTrail Logs","AWS Storage Gateway, Application Load Balancer (ALB), Amazon CloudFront","AWS CloudTrail Logs, Amazon S3 Glacier, AWS Storage Gateway",,,규제 지침으로 인해 회사는 데이터가 AWS 아키텍처의 여러 계층을 통과할 때 데이터를 암호화해야 합니다. 회사는 다양한 AWS 서비스의 기능과 암호화 옵션을 검토하고 있습니다.다음 서비스 중 기본적으로 암호화되며 암호화를 활성화하기 위해 사용자 개입이 필요하지 않은 것은 무엇입니까?,"Amazon CloudWatch 로그, Application Load Balancer(ALB), Amazon S3 Glacier","AWS Organizations, Amazon EC2, AWS CloudTrail 로그","AWS Storage Gateway, 애플리케이션 로드 밸런서(ALB), Amazon CloudFront","AWS CloudTrail 로그, Amazon S3 Glacier, AWS Storage Gateway",,0,,
