exam_category,exam_type,quiz_id,en_quiz_title,most_vote,correct,en_A,en_B,en_C,en_D,en_E,en_F,en_G,en_H,en_I,ko_quiz_title,ko_A,ko_B,ko_C,ko_D,ko_E,subject,choice_count
examtopics,CLF-01,781,A company is building an application on AWS The application needs to comply with credit card regulatory requirements. The company needs proof that the AWS services and deployment are in compliance.Which actions should the company take to meet these requirements? (Choose two.),CD,CD,Use Amazon Inspector to submit the application for certification,Ensure that the application's underlying hardware components comply with requirements,Use AWS Artifact to access AWS documents about the compliance of the services,Get the compliance of the application certified by a company assessor,Use AWS Security Hub to certify the compliance of the application,,,,,회사는 AWS에 대한 응용 프로그램을 구축하고 있습니다. 응용 프로그램은 신용 카드 규제 요구 사항을 준수해야합니다. 회사는 AWS 서비스 및 배포가 준수되고 있다는 증거가 필요합니다. 회사는 이러한 요구 사항을 충족시키기 위해 어떤 조치를 취해야합니까? (2 개 선택.),Amazon Inspector를 사용하여 인증 신청서를 제출하십시오,응용 프로그램의 기본 하드웨어 구성 요소가 요구 사항을 준수하는지 확인하십시오.,AWS Artifact를 사용하여 서비스 준수에 대한 AWS 문서에 액세스하십시오.,회사 평가자가 인증 한 응용 프로그램 준수 받기,AWS 보안 허브를 사용하여 응용 프로그램 준수를 인증합니다.,1,5
examtopics,CLF-01,783,Which AWS service or feature provides high availability and low latency within an AWS Region?,B,B,Edge locations,Availability Zones,AWS Outposts,Amazon Route 53,,,,,,AWS 지역 내에서 고 가용성과 낮은 대기 시간을 제공하는 AWS 서비스 또는 기능은 무엇입니까?,Edge locations,Availability Zones,AWS 전초 기지,Amazon Route 53,,0,4
examtopics,CLF-01,784,"A company deployed an Amazon EC2 instance last week A developer realizes that the EC2 instance is no longer running. The developer reviews a list of provisioned EC2 instances, and the EC2 instance is no longer on the list.What can the developer do to generate a recent history of the EC2 instance?",C,B,Run Cost Explorer to identify the start time and end time of the EC2 instance,Use Amazon Inspector to find out when the EC2 instance was stopped,Perform a search in AWS CloudTrail to find all EC2 instance-related events,Use AWS Secrets Manager to display hidden termination logs of the EC2 instance,,,,,,회사는 지난 주에 Amazon EC2 인스턴스를 배포했습니다. 개발자는 EC2 인스턴스가 더 이상 실행되지 않는다는 것을 알고 있습니다. 개발자는 프로비저닝 된 EC2 인스턴스 목록을 검토하고 EC2 인스턴스가 더 이상 목록에 있지 않습니다. 개발자는 최근 EC2 인스턴스의 기록을 생성하기 위해 무엇을 할 수 있습니까?,EC2 인스턴스의 시작 시간 및 종료 시간을 식별하기 위해 비용 탐색기를 실행하십시오.,Amazon Inspector를 사용하여 EC2 인스턴스가 언제 중지되었는지 확인하십시오.,AWS CloudTrail에서 검색을 수행하여 모든 EC2 인스턴스 관련 이벤트를 찾으십시오.,AWS Secrets Manager를 사용하여 EC2 인스턴스의 숨겨진 종료 로그를 표시하십시오.,,0,4
examtopics,CLF-01,785,Which AWS service or feature is highly available by default?,B,D,Amazon EC2,Amazon Aurora,NAT instances,Amazon RDS,,,,,,기본적으로 어떤 AWS 서비스 또는 기능을 사용할 수 있습니까?,아마존 EC2,Amazon Aurora,NAT 인스턴스,Amazon RDS,,0,4
examtopics,CLF-01,786,Which feature of AWS Auto Scaling will forecast future traffic to schedule changes in the number of Amazon EC2 instances at the appropriate times?,B,B,Scheduled scaling,Predictive scaling,Target tracking scaling,Step scaling,,,,,,AWS 자동 스케일링의 어떤 기능이 적절한 시간에 Amazon EC2 인스턴스 수의 변화를 일정으로 예측할 예정입니까?,예정된 스케일링,예측 스케일링,대상 추적 스케일링,스텝 스케일링,,0,4
examtopics,CLF-01,788,A company must archive Amazon S3 data that the company's business units no longer need to access.Which S3 storage class will meet this requirement MOST cost-effectively?,C,B,S3 Glacier Instant Retrieval,S3 Glacier Flexible Retrieval,S3 Glacier Deep Archive,S3 One Zone-Infrequent Access (S3 One Zone-IA),,,,,,회사는 회사의 사업부가 더 이상 액세스 할 필요가없는 Amazon S3 데이터를 보관해야합니다. 어떤 S3 스토리지 클래스 가이 요구 사항을 가장 비용 효율적으로 충족시킬 것인가?,S3 Glacier Instant 검색,S3 Glacier Flexible 검색,S3 Glacier Deep Archive,S3 One Zone Infrequent Access (S3 One Zone-IA),,0,4
examtopics,CLF-01,789,"Which task is the customer's responsibility, according to the AWS shared responsibility model?",A,D,Patch a guest operating system that is deployed on an Amazon EC2 instance.,Control physical access to an AWS data center.,Control access to AWS underlying hardware.,Patch a host operating system that is deployed on Amazon S3.,,,,,,AWS 공유 책임 모델에 따르면 고객의 책임은 무엇입니까?,패치 Amazon EC2 인스턴스에 배치 된 게스트 운영 체제.,AWS 데이터 센터에 대한 물리적 액세스를 제어합니다.,기본 하드웨어에 대한 AWS에 대한 제어 액세스.,패치 Amazon S3에 배치 된 호스트 운영 체제.,,0,4
examtopics,CLF-01,791,Which AWS service allows users to provision resources using a consistent and repeatable process?,B,B,AWS Systems Manager,AWS CloudFormation,AWS Batch,AWS Config,,,,,,사용자가 일관되고 반복 가능한 프로세스를 사용하여 리소스를 프로비저닝 할 수있는 AWS 서비스는 무엇입니까?,AWS 시스템 관리자,AWS CloudFormation,AWS Batch,AWS Config,,0,4
examtopics,CLF-01,792,A company’s application is running on Amazon EC2 instances. The company is planning a partial migration to a serverless architecture in the next year and wants to pay for resources up front.Which AWS purchasing option will optimize the company's costs?,DC,C,Convertible Reserved Instances,Spot Instances,EC2 Instance Savings Plans,Compute Savings Plan,,,,,,회사의 응용 프로그램은 Amazon EC2 인스턴스에서 실행 중입니다. 이 회사는 내년에 서버리스 아키텍처로의 부분 마이그레이션을 계획하고 있으며 자원에 대한 자원에 대한 비용을 지불하고자합니다. AWS 구매 옵션은 회사 비용을 최적화 할 것입니까?,컨버터블 예약 인스턴스,스팟 인스턴스,EC2 인스턴스 저축 계획,저축 계획 계산,,0,4
examtopics,CLF-01,793,A company wants to establish a private network connection between AWS and its corporate network.Which AWS service or feature will meet this requirement?,C,C,Amazon Connect,Amazon Route 53,AWS Direct Connect,VPC peering,,,,,,회사는 AWS와 회사 네트워크간에 개인 네트워크 연결을 설정하려고합니다. 어떤 AWS 서비스 또는 기능 이이 요구 사항을 충족합니까?,아마존 연결,Amazon Route 53,AWS Direct Connect,VPC 피어링,,0,4
examtopics,CLF-01,794,A company has an AWS-hosted website located behind an Application Load Balancer. The company wants to safeguard the website from SQL injection or cross-site scripting.Which AWS service should the company use?,B,B,Amazon GuardDuty,AWS WAF,AWS Trusted Advisor,Amazon Inspector,,,,,,회사는 응용 프로그램로드 밸런서 뒤에 AWS 호스팅 웹 사이트가 있습니다. 회사는 SQL Injection 또는 Cross-Site Scripting으로부터 웹 사이트를 보호하려고합니다. 회사는 어떤 서비스를 사용해야합니까?,Amazon GuardDuty,AWS WAF,AWS Trusted Advisor,Amazon Inspector,,0,4
examtopics,CLF-01,796,Which AWS service should a company use to continuously monitor the compliance of AWS resource configurations?,BC,B,AWS Organizations,AWS Config,AWS Artifact,AWS Service Catalog,,,,,,회사가 AWS 리소스 구성의 준수를 지속적으로 모니터링하기 위해 어떤 AWS 서비스를 사용해야합니까?,AWS Organizations,AWS Config,AWS Artifact,AWS 서비스 카탈로그,,0,4
examtopics,CLF-01,797,Which of the following are responsibilities of the customer in the AWS Cloud? (Choose two.),ACAD,AE,Security in the cloud,Configuration of AWS infrastructure devices,Configuration of security groups on Amazon EC2 instances,Security of the cloud,Patches for the operating system of Amazon DynamoDB,,,,,다음 중 AWS 클라우드에서 고객의 책임은 무엇입니까? (2 개 선택.),클라우드의 보안,AWS 인프라 장치의 구성,Amazon EC2 인스턴스의 보안 그룹 구성,클라우드의 보안,Amazon DynamoDB 운영 체제를위한 패치,0,5
examtopics,CLF-01,798,Which tasks can be performed by an IAM user that has been granted all of the AWS Identity and Access Management (IAM) permissions that are available?(Choose two.),CEBDAE,CE,Activate IAM access to the AWS Billing and Cost Management console.,Close an AWS account.,Turn on multi-factor authentication (MFA) for non-administrative IAM users.,Change the AWS Support plan.,Delegate access to another AWS account.,,,,,사용 가능한 모든 AWS ID 및 액세스 관리 (IAM) 권한을 부여한 IAM 사용자가 수행 할 수있는 작업은 무엇입니까?,AWS 청구 및 비용 관리 콘솔에 대한 IAM 액세스를 활성화하십시오.,AWS 계정을 닫으십시오.,비 지구 IAM 사용자에 대한 MFA (Multi-Factor Authentication)를 켭니다.,AWS 지원 계획을 변경하십시오.,다른 AWS 계정에 대한 액세스 위임.,0,5
examtopics,CLF-01,799,A company has deployed an application in the AWS Cloud. The company wants to ensure that the application is highly resilient.Which component of AWS infrastructure can the company use to meet this requirement?,D,A,Content delivery network (CDN),Edge locations,Wavelength Zones,Availability Zones,,,,,,회사는 AWS 클라우드에 응용 프로그램을 배포했습니다. 회사는 응용 프로그램이 매우 탄력적이지 않도록하려고합니다. 어떤 AWS 인프라 구성 요소 가이 요구 사항을 충족시키기 위해 사용할 수 있습니까?,콘텐츠 전달 네트워크 (CDN),Edge locations,파장 영역,Availability Zones,,0,4
examtopics,CLF-01,800,Which AWS service or feature is designed to help companies take advantage of quantity discounts available from AWS?,C,C,Saving Plans,AWS Budgets,AWS Organizations,AWS Pricing Calculator,,,,,,회사가 AWS에서 사용할 수있는 수량 할인을 활용할 수 있도록 설계된 AWS 서비스 또는 기능은 무엇입니까?,저축 계획,AWS Budgets,AWS Organizations,AWS 가격 계산기,,1,4
examtopics,CLF-01,801,A company needs to track the relationships among AWS resources. The company also needs to review resource dependencies before the company makes any changes to the resources.Which AWS service can the company use to meet these requirements?,B,B,AWS Trusted Advisor,AWS Config,AWS Resource Access Manager (AWS RAM),AWS Systems Manager,,,,,,회사는 AWS 리소스 간의 관계를 추적해야합니다. 회사는 회사가 자원을 변경하기 전에 자원 종속성을 검토해야합니다. 회사가 이러한 요구 사항을 충족하기 위해 사용할 수있는 AWS 서비스는 무엇입니까?,AWS Trusted Advisor,AWS Config,AWS 리소스 액세스 관리자 (AWS RAM),AWS 시스템 관리자,,0,4
examtopics,CLF-01,802,Which AWS service providers automated backups of data by default?,B,A,Amazon S3,Amazon Aurora,Amazon ElastiCache for Memcached,Amazon Elastic File System (Amazon EFS),,,,,,어떤 AWS 서비스 제공 업체가 기본적으로 데이터 백업을 자동화 했습니까?,아마존 SAA,Amazon Aurora,Memcached를위한 Amazon Elasticache,Amazon Elastic File System (Amazon EFS),,1,4
examtopics,CLF-01,804,Which AWS feature grants temporary access to specific AWS resources?,D,D,AWS IAM Access Analyzer,Service control policies (SCPs),Access control lists (ACLs),IAM roles,,,,,,특정 AWS 기능은 특정 AWS 리소스에 대한 임시 액세스를 제공합니까?,AWS IAM 액세스 분석기,서비스 제어 정책 (SCP),액세스 제어 목록 (ACLS),이미 역할,,0,4
examtopics,CLF-01,805,A company hosts its website on Amazon EC2 instances. The company needs to ensure that the website reaches a global audience and provides minimum latency to users.Which AWS service should the company use to meet these requirements?,BA,A,Amazon Route 53,Amazon CloudFront,Elastic Load Balancing,AWS Lambda,,,,,,회사는 Amazon EC2 인스턴스에서 웹 사이트를 호스팅합니다. 회사는 웹 사이트가 전 세계 잠재 고객에게 도달하고 사용자에게 최소한의 대기 시간을 제공해야합니다. 회사가 이러한 요구 사항을 충족시키기 위해 어떤 AWS 서비스를 사용해야합니까?,Amazon Route 53,Amazon CloudFront,탄성로드 밸런싱,AWS Lambda,,0,4
examtopics,CLF-01,806,A company wants to move petabytes of historical data into the AWS Cloud. The company needs to transfer the data from a remote location that does not have reliable network services.Which AWS service will meet these requirements?,A,C,AWS Snowball,AWS DataSync,AWS Direct Connect,AWS Site-to-Site VPN,,,,,,회사는 과거 데이터의 페타 바이트를 AWS 클라우드로 옮기고 싶어합니다. 회사는 신뢰할 수있는 네트워크 서비스가없는 원격 위치에서 데이터를 전송해야합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족합니까?,AWS Snowball,AWS DataSync,AWS Direct Connect,AWS 사이트 간 VPN,,0,4
